movie_title,tomatometer_rating,audience_rating,rating_discrepency
A Late Quartet,76.0,71.0,5.0
A Man for All Seasons,82.0,87.0,5.0
A Monster Calls,86.0,81.0,5.0
A Passage to India,83.0,78.0,5.0
A Perfect Murder,56.0,51.0,5.0
A Perfect World,79.0,84.0,5.0
A Town Called Panic (Panique au village),81.0,86.0,5.0
A Wink and a Smile,40.0,45.0,5.0
Aaja Nachle,67.0,72.0,5.0
Above the Law,53.0,48.0,5.0
Accidental Love,9.0,14.0,5.0
Active Measures,80.0,85.0,5.0
Adrift,70.0,65.0,5.0
Adventures in Babysitting,75.0,70.0,5.0
After Louie,75.0,80.0,5.0
Alice Doesn't Live Here Anymore,87.0,82.0,5.0
Alien3,42.0,47.0,5.0
Aliens,99.0,94.0,5.0
All About My Mother (Todo sobre mi madre),98.0,93.0,5.0
All Dogs Go To Heaven,58.0,63.0,5.0
All Mistakes Buried,67.0,62.0,5.0
All the Way,88.0,83.0,5.0
Almost Peaceful,73.0,68.0,5.0
Always Woodstock,8.0,13.0,5.0
America the Beautiful,71.0,66.0,5.0
American Heist,13.0,18.0,5.0
An Angel at My Table,94.0,89.0,5.0
An Englishman in New York,67.0,72.0,5.0
An Unreasonable Man,92.0,87.0,5.0
Anna,33.0,38.0,5.0
Annie Hall,97.0,92.0,5.0
Assassin's Bullet,7.0,12.0,5.0
Assisted Living,76.0,81.0,5.0
Asylum,36.0,41.0,5.0
Avalon,83.0,78.0,5.0
Baarìa,55.0,50.0,5.0
Bad Boy Bubby,83.0,88.0,5.0
Bad Moms,58.0,63.0,5.0
Bad Words,66.0,61.0,5.0
Barking Water,60.0,65.0,5.0
Batman & Robin,11.0,16.0,5.0
Battle for Brooklyn,79.0,74.0,5.0
Bearcity,50.0,55.0,5.0
Beautiful Boxer,83.0,88.0,5.0
Beauty and The Beast (La Belle et la bête),95.0,90.0,5.0
Bells Are Ringing,82.0,77.0,5.0
Best in Show,94.0,89.0,5.0
Big Top Pee-wee,35.0,30.0,5.0
Bikes vs Cars,60.0,55.0,5.0
Bill Burr: I'm Sorry You Feel That Way,100.0,95.0,5.0
Bird Box,63.0,58.0,5.0
Birth,38.0,43.0,5.0
Black Mass,73.0,68.0,5.0
Black Out,45.0,50.0,5.0
Black Sunday,69.0,64.0,5.0
Blacula,48.0,43.0,5.0
"Bless Me, Ultima",69.0,74.0,5.0
Bottle Rocket,85.0,80.0,5.0
Bound,88.0,83.0,5.0
Boys on the Side,74.0,69.0,5.0
Brain Damage,69.0,64.0,5.0
Breakheart Pass,64.0,59.0,5.0
Bridegroom,82.0,87.0,5.0
Brighton Beach Memoirs,75.0,80.0,5.0
Britannia Hospital,50.0,55.0,5.0
Brokeback Mountain,87.0,82.0,5.0
Bukowski: Born into This,84.0,89.0,5.0
Cabin Boy,46.0,41.0,5.0
California Split,88.0,83.0,5.0
Call Me Lucky,85.0,80.0,5.0
Cannes Man,50.0,45.0,5.0
Captains Courageous,94.0,89.0,5.0
Carnage,71.0,66.0,5.0
Casey's Shadow,78.0,73.0,5.0
Cat on a Hot Tin Roof,97.0,92.0,5.0
Changing the Game,83.0,78.0,5.0
Chavela,95.0,90.0,5.0
Chennai Express,47.0,52.0,5.0
Child's Play,68.0,63.0,5.0
Christmas in the Clouds,69.0,64.0,5.0
Cinderella Liberty,57.0,62.0,5.0
Citizen Duane,33.0,38.0,5.0
Clay Pigeons,62.0,67.0,5.0
Clockers,69.0,74.0,5.0
Cloudy with a Chance of Meatballs 2,71.0,66.0,5.0
Code Unknown (Code inconnu: Récit incomplet de divers voyages),74.0,79.0,5.0
Coming Through The Rye,70.0,65.0,5.0
Conan the Barbarian,25.0,30.0,5.0
Cool Hand Luke,100.0,95.0,5.0
Cracks,43.0,48.0,5.0
Crave,31.0,26.0,5.0
Crazy Eyes,26.0,21.0,5.0
Crazy Love,78.0,73.0,5.0
Creepshow,73.0,68.0,5.0
Crimson Tide,88.0,83.0,5.0
Crossfire,81.0,76.0,5.0
Crossing the Line,90.0,85.0,5.0
Cry Freedom,83.0,88.0,5.0
Cry-Baby,72.0,77.0,5.0
Crónicas,71.0,76.0,5.0
Damage,78.0,73.0,5.0
Damien---Omen II,44.0,49.0,5.0
Dan in Real Life,64.0,69.0,5.0
Dances With Wolves,82.0,87.0,5.0
Dark Days,94.0,89.0,5.0
Dark Victory,86.0,81.0,5.0
Day Watch,63.0,68.0,5.0
De Helaasheid der Dingen (The Misfortunates),71.0,76.0,5.0
Death Race 3: Inferno,50.0,45.0,5.0
Decasia,86.0,81.0,5.0
Der Baader Meinhof Komplex (The Baader Meinhof Complex),85.0,80.0,5.0
Descendants 2,67.0,72.0,5.0
Detention,41.0,46.0,5.0
Detroit,84.0,79.0,5.0
Devils on the Doorstep (Guizi lai le),90.0,95.0,5.0
Die Stille nach dem Schuß (The Legend of Rita) (The Legends of Rita),80.0,75.0,5.0
Dirty Rotten Scoundrels,89.0,84.0,5.0
Disconnect,70.0,75.0,5.0
Disney's A Christmas Carol,53.0,58.0,5.0
Django Unchained,86.0,91.0,5.0
Doctor Zhivago,83.0,88.0,5.0
Dog Day Afternoon,95.0,90.0,5.0
"Doin' It in the Park: Pick-Up Basketball, NYC",75.0,70.0,5.0
Dominion: Prequel to the Exorcist,30.0,25.0,5.0
Don Verdean,29.0,24.0,5.0
Don't Hang Up,25.0,30.0,5.0
Donnybrook,38.0,43.0,5.0
Dope,88.0,83.0,5.0
Dorian Gray,44.0,39.0,5.0
"Dr. Mabuse the Gambler (Dr. Mabuse, der Spieler - Ein Bild der Zeit) (Dr. Mabuse, King of Crime)",93.0,88.0,5.0
Dr. Seuss' How the Grinch Stole Christmas,51.0,56.0,5.0
Dracula,63.0,58.0,5.0
Dragonball Evolution,15.0,20.0,5.0
Dragonheart - A New Beginning,40.0,35.0,5.0
Dumb and Dumber To,30.0,35.0,5.0
Duplex,35.0,40.0,5.0
Dying To Know: Ram Dass & Timothy Leary,78.0,83.0,5.0
Dèmoni (Demons),60.0,65.0,5.0
"Easy Come, Easy Go",43.0,38.0,5.0
Easy Money: Hard to Kill,50.0,45.0,5.0
Easy Virtue,52.0,47.0,5.0
Elektra Luxx,24.0,19.0,5.0
Elf,83.0,78.0,5.0
Elizabeth Harvest,50.0,45.0,5.0
Emergo (Apartment 143),17.0,22.0,5.0
Equal Means Equal,75.0,70.0,5.0
Escape Plan,50.0,55.0,5.0
Everest,73.0,68.0,5.0
Evita,63.0,68.0,5.0
Evolution,43.0,48.0,5.0
Existenz,74.0,69.0,5.0
Exodus: Gods and Kings,30.0,35.0,5.0
Fall Down Dead,0.0,5.0,5.0
Falling in Love,58.0,63.0,5.0
Far From the Madding Crowd,72.0,77.0,5.0
Far From the Tree,89.0,94.0,5.0
Fever Pitch,65.0,60.0,5.0
Fierce Creatures,53.0,58.0,5.0
Finding Forrester,74.0,79.0,5.0
Finding Neverland,82.0,87.0,5.0
Flash of Genius,60.0,55.0,5.0
Flower,50.0,45.0,5.0
Fly Me to the Moon,19.0,24.0,5.0
Follow the Fleet,82.0,77.0,5.0
Following,80.0,85.0,5.0
Food Chains,90.0,85.0,5.0
For Pete's Sake,57.0,52.0,5.0
Frankenhooker,62.0,57.0,5.0
Freeheld,49.0,54.0,5.0
Fresh,87.0,92.0,5.0
Freshman Orientation,32.0,37.0,5.0
Friday the 13th Part VII - The New Blood,32.0,37.0,5.0
Frogs,29.0,24.0,5.0
From Beyond,75.0,70.0,5.0
Frontera,54.0,59.0,5.0
Frost/Nixon,93.0,88.0,5.0
Frozen,90.0,85.0,5.0
Fun in Acapulco,57.0,52.0,5.0
Funny Face,86.0,81.0,5.0
Gacy,17.0,22.0,5.0
Gainsbourg: A Heroic Life,73.0,68.0,5.0
Gambit,18.0,23.0,5.0
George Lucas in Love,78.0,83.0,5.0
Gerontophilia,46.0,41.0,5.0
Get Me Roger Stone,88.0,83.0,5.0
Get Real,79.0,84.0,5.0
Gigi,79.0,74.0,5.0
Glass: A Portrait of Philip in Twelve Parts,84.0,79.0,5.0
Glee: The 3D Concert Movie,60.0,65.0,5.0
God's Pocket,37.0,32.0,5.0
Going Clear: Scientology and the Prison of Belief,95.0,90.0,5.0
Gonzo: The Life and Work of Hunter S. Thompson,87.0,82.0,5.0
"Goodbye, Mr. Chips",82.0,87.0,5.0
Grace of My Heart,75.0,80.0,5.0
Guilty Of Romance,65.0,60.0,5.0
Hamlet,95.0,90.0,5.0
Happy Campers,57.0,62.0,5.0
Happy Death Day,71.0,66.0,5.0
Hard Breakers,14.0,9.0,5.0
Harry Potter and the Half-Blood Prince,83.0,78.0,5.0
Hatchet II,40.0,35.0,5.0
Heartbreak Ridge,79.0,74.0,5.0
Hearts of Fire,40.0,35.0,5.0
Helen,44.0,49.0,5.0
Hey Hey It's Esther Blueburger,50.0,55.0,5.0
Hideous Kinky,65.0,60.0,5.0
Hilary and Jackie,88.0,83.0,5.0
Hooked,20.0,25.0,5.0
Hoop Dreams,98.0,93.0,5.0
Hostel Part II,44.0,39.0,5.0
How to Lose Friends & Alienate People,37.0,42.0,5.0
Howl,63.0,58.0,5.0
Hunky Dory,54.0,49.0,5.0
Hunt for the Wilderpeople,96.0,91.0,5.0
Hurry Sundown,25.0,30.0,5.0
Hype!,92.0,87.0,5.0
Hysteria,59.0,54.0,5.0
I Confess,81.0,76.0,5.0
I Knew It Was You: Rediscovering John Cazale,80.0,85.0,5.0
I corpi presentano tracce di violenza carnale (Torso) (Bodies Bear Traces of Carnal Violence),50.0,55.0,5.0
Ice Age,77.0,82.0,5.0
Il Vangelo Secondo Matteo (The Gospel According to St. Matthew),91.0,86.0,5.0
Incarnate,18.0,23.0,5.0
Innocent Blood,39.0,44.0,5.0
Insiang,100.0,95.0,5.0
Investigation of a Citizen Above Suspicion,100.0,95.0,5.0
Islander,88.0,83.0,5.0
It Happened One Night,98.0,93.0,5.0
It Might Get Loud,80.0,85.0,5.0
It's Better to Jump,75.0,70.0,5.0
Ivory Tower,83.0,78.0,5.0
Jack Ketchum's The Girl Next Door,67.0,62.0,5.0
Jack Reacher: Never Go Back,37.0,42.0,5.0
Jack and Jill vs. the World,25.0,30.0,5.0
Jackie Chan's Who Am I? (Wo shi shei) (Who Am I?),63.0,68.0,5.0
Jayne Mansfield's Car,35.0,40.0,5.0
"Jesus, You Know",75.0,70.0,5.0
Joe the King,67.0,72.0,5.0
Joffrey: Mavericks of American Dance,55.0,50.0,5.0
Julius Caesar,40.0,35.0,5.0
Just Getting Started,5.0,10.0,5.0
Just Write,50.0,55.0,5.0
Kettle of Fish,18.0,23.0,5.0
Kick-Ass,76.0,81.0,5.0
Kill Bill: Volume 2,84.0,89.0,5.0
"Kiss Me, Stupid",71.0,66.0,5.0
Kitchen Stories,91.0,86.0,5.0
Klovn: The Movie (Klown),73.0,68.0,5.0
Kung Fu Panda,87.0,82.0,5.0
L.A. Confidential,99.0,94.0,5.0
L.I.E.,83.0,78.0,5.0
La Haine,100.0,95.0,5.0
La délicatesse (Delicacy),62.0,57.0,5.0
La religieuse (The Nun),64.0,59.0,5.0
Lady and the Tramp II: Scamp's Adventure,45.0,50.0,5.0
Lakeview Terrace,44.0,39.0,5.0
Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),83.0,88.0,5.0
Larry Crowne,36.0,41.0,5.0
Last Call at the Oasis,83.0,88.0,5.0
Lawrence of Arabia,98.0,93.0,5.0
Layer Cake,80.0,85.0,5.0
Le Doulos,96.0,91.0,5.0
Leaving Las Vegas,90.0,85.0,5.0
Lethal Weapon,81.0,86.0,5.0
Letters from Iwo Jima,91.0,86.0,5.0
Lifeboat,92.0,87.0,5.0
Like Stars on Earth,91.0,96.0,5.0
Lilies of the Field,91.0,86.0,5.0
Limitless,69.0,74.0,5.0
Little Jerusalem,63.0,68.0,5.0
Little Voice,79.0,74.0,5.0
Lola Versus,36.0,31.0,5.0
London's Finest (Hackney's Finest),40.0,35.0,5.0
Long Lost,71.0,76.0,5.0
Love & Mercy,90.0,85.0,5.0
Love and Other Drugs,48.0,53.0,5.0
"Love, Gilda",88.0,83.0,5.0
Loving Pablo,31.0,36.0,5.0
Lupin III: The Castle of Cagliostro (Rupan sansei: Kariosutoro no shiro),94.0,89.0,5.0
M,100.0,95.0,5.0
Made in Dagenham,80.0,75.0,5.0
Maidentrip,83.0,78.0,5.0
Manda Bala (Send a Bullet),80.0,85.0,5.0
Mark Felt: The Man Who Brought Down the White House,35.0,40.0,5.0
Marley,95.0,90.0,5.0
Mary Magdalene,45.0,50.0,5.0
Masai: The Rain Warriors,63.0,58.0,5.0
Master and Commander: The Far Side of the World,85.0,80.0,5.0
Match Point,76.0,81.0,5.0
Maverick,66.0,71.0,5.0
Max,69.0,64.0,5.0
Me and Earl and the Dying Girl,81.0,86.0,5.0
Medea,70.0,75.0,5.0
Meet the Parents,84.0,79.0,5.0
Megan Leavey,87.0,82.0,5.0
Melinda and Melinda,52.0,47.0,5.0
Message from the King,45.0,50.0,5.0
Metropia,50.0,55.0,5.0
Middle School: The Worst Years of My Life,63.0,58.0,5.0
Midnight Return: The Story of Billy Hayes and Turkey,75.0,80.0,5.0
Mifune: The Last Samurai,82.0,77.0,5.0
Mildred Pierce,86.0,91.0,5.0
Mirror Mirror,50.0,45.0,5.0
Miss Sloane,76.0,71.0,5.0
Mission to Mars,25.0,30.0,5.0
Modern Times,100.0,95.0,5.0
Mr. Jones,46.0,51.0,5.0
Mr. Popper's Penguins,48.0,53.0,5.0
Mulholland Drive,83.0,88.0,5.0
Multiplicity,43.0,48.0,5.0
Mumbai Diaries,65.0,70.0,5.0
Munich,78.0,83.0,5.0
Muppets From Space,63.0,58.0,5.0
Murder Mystery,45.0,40.0,5.0
"My Beautiful Girl, Mari",50.0,55.0,5.0
My Bloody Valentine,47.0,52.0,5.0
My Dog Skip,73.0,68.0,5.0
My Left Foot,97.0,92.0,5.0
"My Son, My Son, What Have Ye Done",49.0,44.0,5.0
Narc,84.0,79.0,5.0
Neo Ned,80.0,75.0,5.0
Never Sleep Again: The Elm Street Legacy,100.0,95.0,5.0
Nim's Island,51.0,46.0,5.0
North by Northwest,99.0,94.0,5.0
Nos enfants nous accuseront (Food Beware: The French Organic Revolution),57.0,62.0,5.0
Not Another Happy Ending,31.0,36.0,5.0
Not One Less,95.0,90.0,5.0
Nuit et Brouillard (Night and Fog),100.0,95.0,5.0
Objectified,81.0,76.0,5.0
Ocean's Thirteen,70.0,75.0,5.0
Ocean's Twelve,55.0,60.0,5.0
Okja,86.0,81.0,5.0
Omar,89.0,84.0,5.0
On Body and Soul (A Teströl és Lélekröl),89.0,94.0,5.0
On a Clear Day,67.0,72.0,5.0
On the Ice,67.0,62.0,5.0
Once I Was A Beehive,75.0,70.0,5.0
Ong Bak 2,48.0,53.0,5.0
Open Range,79.0,84.0,5.0
Opening Night,96.0,91.0,5.0
Operation Condor (Fei ying gai wak) (Armour of God II),71.0,66.0,5.0
Operation Finale,60.0,65.0,5.0
Out of the Clear Blue Sky,90.0,85.0,5.0
Outlaw King,62.0,67.0,5.0
Outpost: Black Sun,20.0,15.0,5.0
Over the Edge,90.0,85.0,5.0
POV,79.0,74.0,5.0
Pacific Rim,72.0,77.0,5.0
Pacific Rim Uprising,44.0,39.0,5.0
Panic in Year Zero! (End of the World),67.0,62.0,5.0
Paprika,84.0,89.0,5.0
Paranormal Activity: The Marked Ones,39.0,34.0,5.0
Passion (Godard's Passion),57.0,62.0,5.0
Pieces,46.0,51.0,5.0
Pineapple Express,68.0,73.0,5.0
Piranha Part Two: The Spawning,6.0,11.0,5.0
Platoon,88.0,93.0,5.0
Professione: reporter (The Passenger),90.0,85.0,5.0
Prometheus,73.0,68.0,5.0
Psychopathia Sexualis,23.0,28.0,5.0
Pumpkinhead II: Blood Wings,14.0,19.0,5.0
Purple Noon (Plein soleil),97.0,92.0,5.0
Queen of Outer Space,18.0,23.0,5.0
RUMBLE: The Indians Who Rocked the World,91.0,86.0,5.0
Radio Days,89.0,84.0,5.0
Rapture-Palooza,25.0,30.0,5.0
Rashômon,98.0,93.0,5.0
Ready Player One,72.0,77.0,5.0
Rear Window,100.0,95.0,5.0
Recess: School's Out,61.0,56.0,5.0
Resident Evil: Vendetta,43.0,48.0,5.0
Rise of the Planet of the Apes,82.0,77.0,5.0
Riten (The Rite) (The Ritual),67.0,72.0,5.0
RoboCop,89.0,84.0,5.0
Robocop 2,31.0,36.0,5.0
Rocco and His Brothers (Rocco e i suoi fratelli),89.0,94.0,5.0
Rock 'n' Roll High School,80.0,75.0,5.0
Roll Bounce,65.0,70.0,5.0
Romeo + Juliet,72.0,77.0,5.0
Rosencrantz and Guildenstern Are Undead,40.0,35.0,5.0
S. Darko: A Donnie Darko Tale,13.0,18.0,5.0
S.W.A.T.,47.0,52.0,5.0
Samson and Delilah,63.0,58.0,5.0
Sand Castle,47.0,42.0,5.0
Sanjuro (Tsubaki Sanjûrô),100.0,95.0,5.0
Santa Claus Conquers the Martians,23.0,28.0,5.0
Saturday Night And Sunday Morning,92.0,87.0,5.0
Saturn 3,25.0,30.0,5.0
Saving Mr. Banks,79.0,84.0,5.0
Scream 4,60.0,55.0,5.0
Seven Faces of Dr. Lao,83.0,78.0,5.0
Severance,66.0,61.0,5.0
Sgt. Stubby: An American Hero,88.0,93.0,5.0
Shallow Hal,50.0,45.0,5.0
Shepherds and Butchers,56.0,51.0,5.0
Shrooms,22.0,27.0,5.0
Sicko,92.0,87.0,5.0
Singin' in the Rain,100.0,95.0,5.0
Skeletons in the Closet,40.0,35.0,5.0
Skin,84.0,79.0,5.0
Skin Trade,25.0,30.0,5.0
Slap Shot,84.0,89.0,5.0
Smokey and the Bandit,80.0,85.0,5.0
Snake Eyes,40.0,35.0,5.0
So Close,82.0,77.0,5.0
Soldiers of Fortune,14.0,9.0,5.0
Something Like Happiness,78.0,83.0,5.0
Son of Rambow,74.0,79.0,5.0
Sophie and the Rising Sun,64.0,59.0,5.0
Soul Power,84.0,79.0,5.0
Spider-Man: Far From Home,90.0,95.0,5.0
Spider-Man: Homecoming,92.0,87.0,5.0
Squanto: A Warrior's Tale,60.0,55.0,5.0
Star Trek Into Darkness,84.0,89.0,5.0
State Fair,83.0,78.0,5.0
Stone of Destiny,53.0,58.0,5.0
Sublime,33.0,38.0,5.0
Suffragette,73.0,68.0,5.0
Summer of '42,77.0,72.0,5.0
Sun Dogs,80.0,75.0,5.0
Superman IV: The Quest for Peace,11.0,16.0,5.0
Superman vs. The Elite,80.0,75.0,5.0
Tales from the Darkside: The Movie,39.0,44.0,5.0
Talk to Me,82.0,77.0,5.0
Taxi Driver,98.0,93.0,5.0
Ted,68.0,73.0,5.0
Ted 2,45.0,50.0,5.0
Terror Train,33.0,38.0,5.0
Thank God It's Friday,30.0,35.0,5.0
That Evening Sun,81.0,76.0,5.0
That Uncertain Feeling,60.0,55.0,5.0
The 5th Quarter,57.0,62.0,5.0
The Age of Stupid,73.0,68.0,5.0
The Amazing Spider-Man,72.0,77.0,5.0
The Andromeda Strain,67.0,72.0,5.0
The Armstrong Lie,81.0,76.0,5.0
The Art of the Steal,44.0,39.0,5.0
The Bank Job,79.0,74.0,5.0
The Black Hole,40.0,45.0,5.0
The Book of Life,82.0,77.0,5.0
The Brave Little Toaster Goes to Mars,40.0,45.0,5.0
The Bridge,67.0,72.0,5.0
The Butcher Boy,77.0,82.0,5.0
The Caine Mutiny,92.0,87.0,5.0
The Canyon,27.0,32.0,5.0
The Changeover,70.0,65.0,5.0
The China Hustle,77.0,82.0,5.0
The Command (Kursk),69.0,64.0,5.0
The Confession,40.0,35.0,5.0
The Convent (O Convento),38.0,33.0,5.0
The Corruptor,48.0,43.0,5.0
The Curse of Frankenstein,82.0,77.0,5.0
The Defiant Ones,82.0,87.0,5.0
The Dhamma Brothers,83.0,78.0,5.0
The Dilemma,24.0,29.0,5.0
The Disaster Artist,91.0,86.0,5.0
The Duchess,62.0,67.0,5.0
The Electric Horseman,62.0,57.0,5.0
The Enigma of Kaspar Hauser (Jeder für sich und Gott gegen alle)(Every Man for Himself and God Against All),95.0,90.0,5.0
The Extra Man,42.0,37.0,5.0
The Fate of the Furious,67.0,72.0,5.0
The Forest for the Trees (Der Wald vor lauter Baumen),77.0,72.0,5.0
The Four Musketeers,80.0,75.0,5.0
The Gardener,75.0,80.0,5.0
The Getaway,33.0,28.0,5.0
The Giant Mechanical Man,70.0,65.0,5.0
The Girl on the Train,44.0,49.0,5.0
The Good Guy,35.0,30.0,5.0
The Good Lie,87.0,82.0,5.0
The Gracefield Incident,11.0,16.0,5.0
The Grand,38.0,43.0,5.0
The Grand Budapest Hotel,91.0,86.0,5.0
The Grass Harp,50.0,55.0,5.0
The Grey Zone,69.0,74.0,5.0
The Haunted Palace,71.0,66.0,5.0
The Haunting,87.0,82.0,5.0
The High Cost of Living,53.0,58.0,5.0
The Hitchhiker's Guide to the Galaxy,60.0,65.0,5.0
The Hollow Point,36.0,31.0,5.0
The Human Experiment,56.0,61.0,5.0
The Hummingbird Project,57.0,52.0,5.0
The Hustler,98.0,93.0,5.0
The Iceman,67.0,62.0,5.0
The Importance of Being Earnest,88.0,83.0,5.0
The In-Laws,87.0,82.0,5.0
The Intended,33.0,38.0,5.0
The Jungle Book,87.0,82.0,5.0
The Kid,100.0,95.0,5.0
The Killing,97.0,92.0,5.0
The Kingdom of Dreams and Madness,92.0,87.0,5.0
The Last Metro (Le Dernier Métro),86.0,81.0,5.0
The Last Of Robin Hood,28.0,23.0,5.0
The Legend of Drunken Master (Jui kuen II) (Drunken Fist II),83.0,88.0,5.0
The Life and Death of Colonel Blimp,96.0,91.0,5.0
The Life of Emile Zola,78.0,73.0,5.0
The Little Mermaid,93.0,88.0,5.0
The Living Daylights,71.0,66.0,5.0
The Love Letter,33.0,38.0,5.0
The Magic Flute,70.0,65.0,5.0
The Magnificent Ambersons,90.0,85.0,5.0
The Man Who Loved Women,33.0,38.0,5.0
The Man Who Would Be King,96.0,91.0,5.0
The Man in the Moon,90.0,85.0,5.0
The Miracle of Morgan's Creek,88.0,83.0,5.0
The New World,63.0,58.0,5.0
The Night Comes For Us,89.0,84.0,5.0
The Night Listener,40.0,35.0,5.0
The Notorious Bettie Page,56.0,51.0,5.0
The Omen,85.0,80.0,5.0
The Other F Word,77.0,82.0,5.0
The Out-of-Towners,27.0,32.0,5.0
The Outsider,53.0,48.0,5.0
The Passion of Joan of Arc (La Passion de Jeanne d'Arc),98.0,93.0,5.0
The Pawnbroker,83.0,88.0,5.0
The Penalty,80.0,75.0,5.0
The People Under The Stairs,63.0,58.0,5.0
The Pinochet Case,94.0,89.0,5.0
The Pirates,57.0,52.0,5.0
The Place Beyond The Pines,80.0,75.0,5.0
The Pretty One,50.0,45.0,5.0
The Prodigy,43.0,38.0,5.0
The Producers,90.0,85.0,5.0
The Rebound,41.0,46.0,5.0
The Remains of the Day,95.0,90.0,5.0
The Revenant,79.0,84.0,5.0
The River Wild,56.0,51.0,5.0
The Road,73.0,68.0,5.0
The Rocker,41.0,46.0,5.0
The Rocky Horror Picture Show,80.0,85.0,5.0
The Running Man,65.0,60.0,5.0
The Sacrifice,85.0,90.0,5.0
The Salt of the Earth,95.0,90.0,5.0
The Sand Pebbles,94.0,89.0,5.0
The Spy Who Came In from the Cold,87.0,82.0,5.0
The Station Agent,94.0,89.0,5.0
The Story Of Luke,83.0,78.0,5.0
The Story of Vernon and Irene Castle,71.0,66.0,5.0
The Straight Story,96.0,91.0,5.0
The Stratton Story,86.0,81.0,5.0
The Sunshine Boys,78.0,73.0,5.0
The Tall Man,43.0,38.0,5.0
The Taste of Money,28.0,23.0,5.0
The Theory of Everything,79.0,84.0,5.0
The Three Musketeers,83.0,78.0,5.0
The Trouble with Bliss,33.0,28.0,5.0
The Truman Show,94.0,89.0,5.0
The Unsinkable Molly Brown,75.0,70.0,5.0
The Vanishing of the Bees,58.0,63.0,5.0
The Vikings,78.0,73.0,5.0
The Virgin Suicides,76.0,81.0,5.0
The Visitor,89.0,84.0,5.0
The Wages of Fear,100.0,95.0,5.0
The Warring States (Zhan Guo),40.0,45.0,5.0
The Way We Get By,92.0,87.0,5.0
The Wedding Guest,43.0,38.0,5.0
The Wild and Wonderful Whites of West Virginia,60.0,65.0,5.0
The Winning Season,50.0,55.0,5.0
There Was a Crooked Man,78.0,73.0,5.0
There Will Be Blood,91.0,86.0,5.0
Those Magnificent Men in Their Flying Machines,71.0,76.0,5.0
Three Colors: Blue (Trois Couleurs: Bleu),98.0,93.0,5.0
Three Colors: Red (Trois couleurs: Rouge),100.0,95.0,5.0
Tigerland,76.0,71.0,5.0
Tin Cup,70.0,65.0,5.0
To Sleep With Anger,87.0,82.0,5.0
Train to Busan (Busanhaeng),93.0,88.0,5.0
Trick,78.0,83.0,5.0
True Crime,54.0,49.0,5.0
Trumbo,83.0,78.0,5.0
Trumbo,74.0,79.0,5.0
Tully,81.0,76.0,5.0
Twitches,60.0,65.0,5.0
Uncommon Valor,56.0,61.0,5.0
Undoing,31.0,26.0,5.0
Up for Grabs,92.0,87.0,5.0
Vice Squad,60.0,65.0,5.0
Viridiana,95.0,90.0,5.0
WALL-E,95.0,90.0,5.0
Waking Ned Devine,83.0,88.0,5.0
Walter,54.0,49.0,5.0
Waltz with Bashir,96.0,91.0,5.0
Ways To Live Forever,83.0,78.0,5.0
Wedding Crashers,75.0,70.0,5.0
Wedding Daze,33.0,38.0,5.0
What About Bob?,84.0,79.0,5.0
Where the Day Takes You,80.0,75.0,5.0
Where the Truth Lies,41.0,46.0,5.0
White Fang (Croc-Blanc),80.0,75.0,5.0
White Squall,60.0,65.0,5.0
Who Killed the Electric Car?,89.0,84.0,5.0
Wilby Wonderful,71.0,66.0,5.0
Wild Rose,93.0,88.0,5.0
Witness for the Prosecution,100.0,95.0,5.0
Wolves,25.0,30.0,5.0
Wonder Woman,93.0,88.0,5.0
Wong Fei-hung chi tit gai dau neung gung (Deadly China Hero) (Claws of Steel) (Last Hero in China),67.0,72.0,5.0
Yonkers Joe,55.0,50.0,5.0
You Might Be the Killer,59.0,54.0,5.0
You Only Live Twice,73.0,68.0,5.0
Youth in Oregon,45.0,50.0,5.0
Zardoz,48.0,53.0,5.0
Zindagi Na Milegi Dobara,91.0,86.0,5.0
Zootopia,97.0,92.0,5.0
Zulu Dawn,57.0,62.0,5.0
sleep furiously.,71.0,66.0,5.0
$ellebrity,57.0,53.0,4.0
*batteries not included,60.0,64.0,4.0
2001: A Space Odyssey,93.0,89.0,4.0
2010,65.0,61.0,4.0
211,5.0,9.0,4.0
28 Weeks Later...,71.0,67.0,4.0
30 Minutes or Less,44.0,40.0,4.0
5 Days Of War,32.0,36.0,4.0
A Bottle in the Gaza Sea,69.0,73.0,4.0
A Bronx Tale,97.0,93.0,4.0
A Clockwork Orange,89.0,93.0,4.0
A Hard Day,81.0,77.0,4.0
A Letter to Momo,80.0,76.0,4.0
A Single Man,85.0,81.0,4.0
A View to a Kill,36.0,40.0,4.0
About Last Night,69.0,65.0,4.0
Absolute Power,48.0,52.0,4.0
According To Greta,60.0,56.0,4.0
African Cats,73.0,77.0,4.0
Akeelah and the Bee,85.0,81.0,4.0
Alice in Wonderland,51.0,55.0,4.0
Alien Trespass,35.0,31.0,4.0
All I See Is You,27.0,31.0,4.0
American Gun,39.0,43.0,4.0
American Movie,94.0,90.0,4.0
American Violet,75.0,79.0,4.0
An Autumn Afternoon,95.0,91.0,4.0
Angel Heart,77.0,81.0,4.0
Angel and the Badman,71.0,67.0,4.0
Another Day in Paradise,58.0,62.0,4.0
Another Thin Man,81.0,85.0,4.0
Another WolfCop,67.0,63.0,4.0
Anthropoid,66.0,70.0,4.0
Antisocial,14.0,18.0,4.0
Anything Else,40.0,44.0,4.0
